,0,1,2,3,4
463,BOT,"Can I help you with anything else ?
",reqmore,,
464,HUMAN,vietnamese food,inform,food,vietnamese
465,BOT,"thanh_binh serves vietnamese food .
",inform,food,vietnamese
466,HUMAN,next,thankyou,,
467,BOT,"Can I help you with anything else ?
",reqmore,,
468,HUMAN,vietnamese food,inform,food,vietnamese
469,BOT,"curry_king serves indian food .
",inform,food,indian
470,HUMAN,vietnamese food,inform,food,vietnamese
471,BOT,"thanh_binh serves vietnamese food .
",inform,food,vietnamese
472,HUMAN,phone number,ack,,
473,BOT,"The phone number of thanh_binh is thanh_binh_phone
",inform,phone,01223 362456
474,HUMAN,post code,affirm,,
475,BOT,"The post code of thanh_binh is thanh_binh_post_code
",inform,phone,01223 362456
476,HUMAN,okay thank you good bye,bye,,
477,BOT," you are welcome
",bye,,
478,HUMAN,<SILENCE>,silence,,
479,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
480,HUMAN,im looking for an expensive restaurant that serves portuguese food,inform,pricerange,expensive
481,HUMAN,<SILENCE>,silence,,
482,BOT,"Sorry there is no portuguese restaurant in the expensive price range
",canthelp,"pricerange, food","expensive, portuguese"
483,HUMAN,what about italian food,confirm,food,italian
484,HUMAN,<SILENCE>,silence,,
485,BOT,"stazione_restaurant_and_coffee_bar is a great restaurant serving italian food and it is in the expensive price range
",inform,pricerange,expensive
486,HUMAN,what is the address,request,slot,addr
487,BOT,"Sure , stazione_restaurant_and_coffee_bar is on stazione_restaurant_and_coffee_bar_address
",inform,phone,01223 352607
488,HUMAN,what is the phone number,request,slot,phone
489,BOT,"The phone number of stazione_restaurant_and_coffee_bar is stazione_restaurant_and_coffee_bar_phone
",inform,phone,01223 352607
490,HUMAN,what is the area,request,slot,addr
491,BOT,"stazione_restaurant_and_coffee_bar is a nice place in the centre of town
",inform,area,centre
492,HUMAN,thank you good bye,bye,,
493,BOT," you are welcome
",bye,,
494,HUMAN,<SILENCE>,silence,,
495,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
496,HUMAN,<SILENCE>,silence,,
497,BOT,"What kind of food would you like ?
",request,slot,food
498,HUMAN,im looking for an expensive restaurant that serves basque food,inform,pricerange,expensive
499,HUMAN,<SILENCE>,silence,,
500,BOT,"Sorry there is no basque restaurant in the expensive price range
",canthelp,"pricerange, food","expensive, basque"
501,HUMAN,what about korean food,inform,food,korean
502,HUMAN,<SILENCE>,silence,,
503,BOT,"little_seoul is a great restaurant serving korean food and it is in the expensive price range
",inform,pricerange,expensive
504,HUMAN,what is the address,request,slot,addr
505,BOT,"Sure , little_seoul is on little_seoul_address
",inform,phone,01223 308681
506,HUMAN,what is the area,request,slot,addr
507,BOT,"little_seoul is a nice place in the centre of town
",inform,area,centre
508,HUMAN,thank you good bye,bye,,
509,BOT," you are welcome
",bye,,
510,HUMAN,<SILENCE>,silence,,
511,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
512,HUMAN,find a moderately priced restaurant that serves bask food,inform,area,west
513,HUMAN,<SILENCE>,silence,,
514,BOT,"Sorry there is no basque restaurant in the moderate price range
",canthelp,"pricerange, food","moderate, basque"
515,HUMAN,what about british food,confirm,food,british
516,HUMAN,<SILENCE>,silence,,
517,BOT,"saint_johns_chop_house is a great restaurant serving british food and it is in the moderate price range
",inform,pricerange,moderate
518,HUMAN,what is the phone number,request,slot,phone
519,BOT,"The phone number of saint_johns_chop_house is saint_johns_chop_house_phone
",inform,phone,01223 353110
520,HUMAN,thank you good bye,bye,,
521,BOT," you are welcome
",bye,,
522,HUMAN,<SILENCE>,silence,,
523,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
524,HUMAN,im looking for a restaurant in the center of town that serves danish food,inform,area,centre
525,HUMAN,<SILENCE>,silence,,
526,BOT,"Sorry there is no danish restaurant in the centre of town
",canthelp,"area, food","centre, danish"
527,HUMAN,what about european food,confirm,food,european
528,HUMAN,<SILENCE>,silence,,
529,BOT,"michaelhouse_cafe is a nice restaurant in the centre of town serving european food
",inform,area,centre
530,HUMAN,what is the phone number,request,slot,phone
531,BOT,"The phone number of michaelhouse_cafe is michaelhouse_cafe_phone
",inform,phone,01223 309147
532,HUMAN,what is the post code,request,slot,postcode
533,BOT,"The post code of michaelhouse_cafe is michaelhouse_cafe_post_code
",inform,phone,01223 309147
534,HUMAN,thank you good bye,bye,,
535,BOT," you are welcome
",bye,,
536,HUMAN,<SILENCE>,silence,,
537,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
538,HUMAN,cheap restaurant,inform,pricerange,cheap
539,HUMAN,<SILENCE>,silence,,
540,BOT,"the_lucky_star is a nice restaurant in the south of town in the cheap price range
",inform,area,south
541,HUMAN,address,ack,,
542,BOT,"Sure , the_lucky_star is on the_lucky_star_address
",inform,phone,01223 244277
543,HUMAN,phone number,ack,,
544,BOT,"The phone number of the_lucky_star is the_lucky_star_phone
",inform,phone,01223 244277
545,HUMAN,thank you good bye,bye,,
546,BOT," you are welcome
",bye,,
547,HUMAN,<SILENCE>,silence,,
548,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
549,HUMAN,moderately priced french food,inform,pricerange,moderate
550,BOT,"What kind of food would you like ?
",request,slot,food
551,HUMAN,french,inform,food,french
552,HUMAN,<SILENCE>,silence,,
553,BOT,"Sorry there is no french restaurant in the moderate price range
",canthelp,"pricerange, food","moderate, french"
554,HUMAN,any price range,inform,area,dontcare
555,BOT,"There are restaurants serving french in the moderate price range . What area would you like ?
",impl-conf,pricerange,moderate
556,HUMAN,any price range,inform,area,dontcare
557,BOT,"Sorry there is no french restaurant in the moderate price range
",canthelp,"pricerange, food","moderate, french"
558,HUMAN,expensive,inform,area,south
559,HUMAN,<SILENCE>,silence,,
560,BOT,"restaurant_two_two is a nice restaurant in the north of town serving french food
",inform,area,north
561,HUMAN,address,ack,,
562,BOT,"Sure , restaurant_two_two is on restaurant_two_two_address
",inform,phone,01223 351880
563,HUMAN,phone number,ack,,
564,BOT,"The phone number of restaurant_two_two is restaurant_two_two_phone
",inform,phone,01223 351880
565,HUMAN,thank you good bye,bye,,
566,BOT," you are welcome
",bye,,
567,HUMAN,<SILENCE>,silence,,
568,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
569,HUMAN,i need to find a restaurant in the west part of town,inform,area,west
570,BOT,"What part of town do you have in mind ?
",request,slot,area
571,HUMAN,west,inform,area,west
572,HUMAN,<SILENCE>,silence,,
573,BOT,"pizza_hut_cherry_hinton is a great restaurant
",offer,name,pizza hut cherry hinton
574,HUMAN,uh whats the price range,reqalts,,
575,BOT,"pizza_hut_cherry_hinton is in the moderate price range
",inform,pricerange,moderate
576,HUMAN,i need a cheap restaurant,inform,area,east
577,HUMAN,<SILENCE>,silence,,
578,BOT,"The price range at golden_house is cheap .
",inform,pricerange,cheap
579,HUMAN,and its in the west part of town,reqalts,,
580,BOT,"golden_house is a nice place in the centre of town
",inform,area,centre
581,HUMAN,no i need a restaurant in the west part of town,confirm,area,west
582,BOT,"thanh_binh is a nice restaurant in the west of town in the cheap price range
",inform,area,west
583,HUMAN,okay whats the phone number,request,slot,phone
584,BOT,"The phone number of thanh_binh is thanh_binh_phone
",inform,phone,01223 362456
585,HUMAN,and what kind of food do they serve,inform,name,venue
586,BOT,"thanh_binh serves vietnamese food
",inform,food,vietnamese
587,HUMAN,okay thank you good bye,bye,,
588,BOT," you are welcome
",bye,,
589,HUMAN,<SILENCE>,silence,,
590,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
591,HUMAN,i need to find a french restaurant,inform,food,french
592,HUMAN,<SILENCE>,silence,,
593,BOT,"cote serves french food .
",inform,food,french
594,HUMAN,whats the address,request,slot,addr
595,HUMAN,"Sure , cote is on cote_address
",inform,area,south
596,HUMAN,and what area is it in,inform,area,east
597,BOT,"cote is a nice place in the centre of town
",inform,area,centre
598,HUMAN,ok thank you goodbye,bye,,
599,BOT," you are welcome
",bye,,
600,HUMAN,<SILENCE>,silence,,
601,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
602,HUMAN,i need a restaurant in the north part of town that serves ko,inform,area,north
603,BOT,"Would you like something in the cheap , moderate , or expensive price range ?
",request,slot,pricerange
604,HUMAN,doesnt matter,inform,this,dontcare
605,BOT,"What kind of food would you like ?
",request,slot,food
606,HUMAN,kosher food,inform,food,kosher
607,HUMAN,<SILENCE>,silence,,
608,BOT,"Sorry there is no kosher restaurant in the north of town
",canthelp,"area, food","north, kosher"
609,HUMAN,how about french,inform,food,french
610,HUMAN,<SILENCE>,silence,,
611,BOT,"restaurant_two_two is a nice restaurant in the north of town serving french food
",inform,area,north
612,HUMAN,and whats the phone number,request,slot,area
613,BOT,"The phone number of restaurant_two_two is restaurant_two_two_phone
",inform,phone,01223 351880
614,HUMAN,thank you good bye,bye,,
615,BOT," you are welcome
",bye,,
616,HUMAN,<SILENCE>,silence,,
617,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
618,HUMAN,cheap restaurant west part of town,inform,pricerange,cheap
619,BOT,"What part of town do you have in mind ?
",request,slot,area
620,HUMAN,west,inform,area,west
621,HUMAN,<SILENCE>,silence,,
622,BOT,"thanh_binh is a nice restaurant in the west of town in the cheap price range
",inform,area,west
623,HUMAN,is there anything else,repeat,,
624,BOT,"You are looking for a restaurant is that right ?
",confirm-domain,,
625,HUMAN,is there anything else,repeat,,
626,BOT,"thanh_binh is a nice restaurant in the west of town in the cheap price range
",inform,area,west
627,HUMAN,what else,repeat,,
628,BOT,"la_margherita is a nice restaurant in the west of town in the cheap price range
",inform,area,west
629,HUMAN,what kind of food do they serve,request,slot,food
630,BOT,"la_margherita serves italian food
",inform,food,italian
631,HUMAN,what is the address,request,slot,addr
632,HUMAN,"Sure , la_margherita is on la_margherita_address
",inform,name,la margherita
633,HUMAN,thank you good bye,bye,,
634,BOT," you are welcome
",bye,,
635,HUMAN,<SILENCE>,silence,,
636,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
637,HUMAN,<SILENCE>,silence,,
638,BOT,"What kind of food would you like ?
",request,slot,food
639,HUMAN,international,inform,food,international
640,HUMAN,<SILENCE>,silence,,
641,BOT,"the_varsity_restaurant serves international food .
",inform,food,international
642,HUMAN,moderately priced,inform,pricerange,moderate
643,HUMAN,<SILENCE>,silence,,
644,BOT,"the_varsity_restaurant is a great restaurant serving international food and it is in the moderate price range
",inform,pricerange,moderate
645,HUMAN,what is the phone number,request,slot,phone
646,BOT,"The phone number of the_varsity_restaurant is the_varsity_restaurant_phone
",inform,phone,01223 356060
647,HUMAN,good bye,ack,,
648,BOT," you are welcome
",bye,,
649,HUMAN,<SILENCE>,silence,,
650,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
651,HUMAN,i want a cheap restaurant,inform,area,west
652,BOT,"What kind of food would you like ?
",request,slot,food
653,HUMAN,it doesnt matter in the south part of town,inform,area,south
654,HUMAN,<SILENCE>,silence,,
655,BOT,"the_lucky_star is a nice restaurant in the south of town in the cheap price range
",inform,area,south
656,HUMAN,what is the address,request,slot,addr
657,BOT,"Sure , the_lucky_star is on the_lucky_star_address
",inform,phone,01223 244277
658,HUMAN,what is the phone number,request,slot,phone
659,BOT,"The phone number of the_lucky_star is the_lucky_star_phone
",inform,phone,01223 244277
660,HUMAN,good bye,ack,,
661,BOT," you are welcome
",bye,,
662,HUMAN,<SILENCE>,silence,,
663,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
664,HUMAN,food in the south part of town,confirm,area,south
665,BOT,"Would you like something in the cheap , moderate , or expensive price range ?
",request,slot,pricerange
666,HUMAN,it doesnt matter,inform,this,dontcare
667,BOT,"What kind of food would you like ?
",request,slot,food
668,HUMAN,catalan food,inform,food,catalan
669,HUMAN,<SILENCE>,silence,,
670,BOT,"Sorry there is no catalan restaurant in the south of town
",canthelp,"area, food","south, catalan"
671,HUMAN,how about portuguese,reqalts,,
672,BOT,"peking_restaurant is a nice restaurant in the south of town serving chinese food
",inform,area,south
673,HUMAN,portuguese,inform,food,portuguese
674,BOT,"nandos is a nice restaurant in the south of town serving portuguese food
",inform,area,south
675,HUMAN,what is the phone number,request,slot,phone
676,BOT,"The phone number of nandos is nandos_phone
",inform,phone,01223 327908
677,HUMAN,what is the address,request,slot,addr
678,BOT,"nandos is a nice restaurant in the south of town in the cheap price range
",inform,area,south
679,HUMAN,what is the address,request,slot,addr
680,HUMAN,"Sure , nandos is on nandos_address
",request,slot,phone
681,HUMAN,goodbye,ack,,
682,BOT," you are welcome
",bye,,
683,HUMAN,<SILENCE>,silence,,
684,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
