ID	Value
msd205	राह\N_NN में\PSP जाइत\V_VM_VNF हलन\V_VM कि\CC_CCS जंगल\N_NN पार\V_VM करे\V_VAUX परल\V_VAUX ।\RD_PUNC
msd206	जंगल\N_NN पार\V_VM कयला\V_VAUX पर\PSP दुनो\QT_QTC के\PSP बड़ी\RP_INTF भुख\V_VM लगल\V_VAUX ।\RD_PUNC
msd207	बड़का\JJ भाई\N_NN के\PSP पास\N_NST कुछ\QT_QTF पइसा\N_NN हल\V_VM से\PSP ऊ\PR_PRP बजार\N_NN में\PSP खरीदे\V_VM गेलन\V_VAUX ।\RD_PUNC
msd208	उहां\DM_DMD के\PSP राजा\N_NN के\PSP राजकुमारी\N_NN झरोखा\N_NN पर\PSP से\PSP उनका\PR_PRP देखहत\V_VM हल\V_VAUX ।\RD_PUNC
msd209	देख\V_VM के\V_VAUX इनकर\PR_PRP सुन्नरता\JJ पर\PSP ऊ\PR_PRP मोहा\N_NN गेल\V_VM आउ\CC_CCD बाप\N_NN से\PSP कहलक\V_VM कि\CC_CCS हम\PR_PRP एही\DM_DMD अदमी\N_NN से\PSP विआह\N_NN करम\V_VM ।\RD_PUNC
msd21	बाकि\CC_CCD वजीर\N_NN पहिले\N_NN ही\RP_RPD देत्य\N_NN के\PSP घर\N_NN जाके\V_VM खटिया\N_NN के\PSP नीचे\N_NST सुत\V_VM रहलई\V_VAUX ।\RD_PUNC
msd210	राजा\N_NN के\PSP मना\V_VM कयला\V_VAUX पर\PSP भी\RP_RPD राजकुमारी\N_NN न\RP_NEG मानल\V_VM आउ\CC_CCD अंत\N_NN में\PSP राजकुमारी\N_NN के\PSP सादी\N_NN ओही\DM_DMD राजकुमार\N_NN से\PSP कर\V_VM देवे\V_VAUX पड़ल\V_VAUX ।\RD_PUNC
msd211	बड़का\JJ राजकुमार\N_NN ईं\DM_DMD राजकुमारी\N_NN के\PSP साथे\PSP रहे\V_VM लगलन\V_VAUX ।\RD_PUNC
msd212	होतउ\N_NN तब\PR_PRL ऊ\PR_PRP एगो\QT_QTC चलनी\N_NN से\PSP सात\QT_QTC गो\RP_CL घइला\N_NN भर\V_VM देतउ\V_VAUX ।\RD_PUNC
msd213	बेटिया\N_NN कहलक\V_VM कि\CC_CCS ठीक\JJ हे\V_VM बाकि\CC_CCD चलनी\N_NN हमही\PR_PRP देवब\V_VM ।\RD_PUNC
msd214	दैतबा\N_NN तैयार\V_VM हो\V_VAUX गेल\V_VAUX ।\RD_PUNC
msd215	वेटिया\N_NN राजकुमार\N_NN से\PSP कहवा\V_VM देलक\V_VAUX कि\CC_CCS हम\PR_PRP एगो\QT_QTC चलनी\N_NN देव\V_VM आउ\CC_CCD तु\PR_PRP ओकरा\PR_PRP में\PSP पानी\N_NN ले\V_VM के\V_VAUX सात\QT_QTC गो\RP_CL बइला\N_NN के\PSP चारो\QT_QTC ओर\N_NN बुम\V_VM जइह\V_VAUX ।\RD_PUNC
msd216	घइला\N_NN भर\V_VM जतव\V_VAUX आउ\CC_CCD हमनी\PR_PRP के\PSP सादी\N_NN हो\V_VM जायत\V_VAUX ।\RD_PUNC
msd217	दोसर\QT_QTO दिन\N_NN अहसही\RP_RPD गेल\V_VM ।\RD_PUNC
msd218	राजकुमार\N_NN आउ\CC_CCD राजकुमारी\N_NN के\PSP सादी\N_NN हो\V_VM गेल\V_VAUX ।\RD_PUNC
msd219	दुनो\QT_QTC उहई\DM_DMD रहे\V_VM लालन\V_VAUX ।\RD_PUNC
msd22	जब\PR_PRL रानी\N_NN पहुंचल\N_NN तो\PR_PRL दत्य\N_NN के\PSP उठौलक\V_VM ।\RD_PUNC
msd220	ऊ\PR_PRP दैतवा\N_NN के\PSP पास\N_NST छ\QT_QTC गो\RP_CL सुरदा\N_NN हल\V_VM ।\RD_PUNC
msd221	एगो\QT_QTC एक\QT_QTC सौ\QT_QTC साठ\QT_QTC मन\N_NN के\PSP आउ\CC_CCD दोसर\QT_QTO दो\QT_QTC सौ\QT_QTC साठ\QT_QTC मनके\N_NN ।\RD_PUNC
msd222	दैतवा\N_NN एक\QT_QTC सौ\QT_QTC साठ\QT_QTC मन\N_NN के\V_VAUX सुरदा\N_NN से\PSP एगो\QT_QTC कुआँ\N_NN के\V_VAUX तोपले\N_NN रह\N_NN हल\V_VAUX ।\RD_PUNC
msd223	ओकरा\PR_PRP उघार\V_VM के\V_VAUX ऊ\PR_PRP पानी\N_NN पीअ\V_VM हल\V_VAUX ,\RD_PUNC फिनौ\CC_CCD ओके\PR_PRP तोप\V_VM दे\V_VAUX हल\V_VAUX ।\RD_PUNC
msd224	दो\QT_QTC सो\QT_QTC साठ\QT_QTC मन\N_NN के\PSP मुरदा\N_NN ओकरा\PR_PRP से\PSP अलगवे\V_VM न\RP_NEG कर\V_VM हल\V_VAUX ।\RD_PUNC
msd225	बड़ी\QT_QTF मेहनत\N_NN के\PSP बाद\N_NST भी\RP_RPD ऊ\PR_PRP मुरदा\N_NN न\RP_NEG उठ\V_VM हल\V_VAUX ।\RD_PUNC
msd226	एक\QT_QTC दिन\N_NN राजकुमार\N_NN देखलक\V_VM तो\PR_PRL ऊ\PR_PRP कुदा\N_NN के\PSP उठाके\V_VM माँजे\V_VM लगल\V_VAUX ।\RD_PUNC
msd227	एक\QT_QTC दिन\N_NN दैतवा\N_NN सिकार\N_NN करके\V_VM आयलतो\V_VM तो\PR_PRL राजकुमार\N_NN कुअवां\N_NN उघारे\V_VM ला\PSP कहलक\V_VM ।\RD_PUNC
msd228	राजकुमार\N_NN एके\QT_QTC हाथ\N_NN से\PSP एक\QT_QTC सौ\QT_QTC साठ\QT_QTC मन\N_NN के\PSP मुरदा\N_NN के\PSP उठा\V_VM के\V_VAUX फेक\V_VM देलक\V_VAUX ।\RD_PUNC
msd229	दैतवा\N_NN ई\DM_DMI देख\V_VM के\V_VAUX कहलक\V_VM कि\CC_CCS तूं\N_NN तो\PR_PRL बड़ा\JJ बलवान\N_NN ह\V_VM ।\RD_PUNC
msd23	दैत्य\N_NN खाना\N_NN खाय\V_VM लगलई\V_VAUX आउ\CC_CCD रानी\N_NN के\PSP एगो\QT_QTC लालफल\N_NN देलक\V_VM आउ\CC_CCD कहलक\V_VM कि\CC_CCS जबतक\PR_PRL हम\PR_PRP खाना\N_NN खा\V_VM हियो\V_VAUX तब\PR_PRL तक\PSP तूहूँ\PR_PRP फल\N_NN के\PSP खा\V_VM लऽ\V_VAUX ।\RD_PUNC
msd230	हम\PR_PRP तोरा\PR_PRP से\PSP लड़व\V_VM ।\RD_PUNC
msd231	राजकुमार\N_NN लड़े\V_VM ला\PSP तइयार\JJ हो\V_VM गेल\V_VAUX ।\RD_PUNC
msd232	दुनो\QT_QTC ससुर\N_NN दमाद\N_NN लड़े\V_VM लगलन\V_VAUX ।\RD_PUNC
msd233	दमदा-ससुर\N_NN के\PSP पटक\V_VM के\V_VAUX दू\QT_QTC सौ\QT_QTC साठ\QT_QTC मन\N_NN ओला\RP_RPD कुदा\N_NN ओकर\PR_PRP सुंड़ी\N_NN पर\PSP आउ\CC_CCD एक\QT_QTC सो\QT_QTC साठ\QT_QTC मन\N_NN ओला\RP_RPD मुरदा\N_NN पेट\N_NN पर\PSP रख\V_VM देलक\V_VAUX आउ\CC_CCD चल\V_VM देलक\V_VAUX ।\RD_PUNC
msd234	दैतवा\N_NN तो\PR_PRL उहहैं\DM_DMD मर\V_VM गेल\V_VAUX ।\RD_PUNC
msd235	कुटनी\JJ बुढ़िया\N_NN के\PSP मालुम\N_NN भेल\V_VM तो\PR_PRL ऊ\PR_PRP डर\N_NN गेल\V_VM कि\CC_CCS एक\QT_QTC दिन\N_NN हमरो\PR_PRP ऊ\PR_PRP मार\V_VM देत\N_NN ।\RD_PUNC
msd236	कुटनी\N_NN राजा\N_NN भिरू\PSP गेल\V_VM आउ\CC_CCD चढ़ाई\N_NN करे\V_VM ला\PSP ओकरा\PR_PRP उकसौलक\V_VM ।\RD_PUNC
msd237	राजा\N_NN भी\RP_RPD डर\N_NN गेल\V_VM ।\RD_PUNC
msd238	बाकि\CC_CCD कुटनी\JJ बुढ़िया\N_NN अप्पन\PR_PRP झोला\N_NN के\PSP हाल\N_NN कहलक\V_VM तो\PR_PRL राजा\N_NN चढ़ाई\N_NN करे\V_VM ला\PSP तइयार\N_NN हो\V_VM गेल\V_VAUX ।\RD_PUNC
msd239	राजा\N_NN घोड़ा\N_NN पर\PSP चढ़\N_NN के\PSP सामने\N_NST पहुंचल\V_VM ।\RD_PUNC
msd24	तब\PR_PRL रानो\N_NN पुछे\V_VM लगल\V_VAUX कि\CC_CCS ई\DM_DMI फल\N_NN के\PR_PRQ देलको\N_NN हे\N_NN आउ\CC_CCD एकरा\PR_PRP की\PR_PRQ नाम\N_NN हई\V_VAUX ।\RD_PUNC
msd240	बड़का\JJ देख\V_VM के\V_VAUX चीन्हे\N_NN लगल\V_VM कि\CC_CCS लगइत\V_VM हे\V_VAUX कि\CC_CCS हमरे\PR_PRP भाई\N_NN हे\V_VM ।\RD_PUNC
msd241	छोटका\JJ राजकुमार\N_NN अप्पन\PR_PRP बाप\N_NN के\PSP नाम\N_NN बतौलक\V_VM ।\RD_PUNC
msd242	तब\PR_PRL बड़का\JJ कहलक\V_VM कि\CC_CCS हम\PR_PRP दूनो\QT_QTC तो\PR_PRL उनके\PR_PRP बेटा\N_NN ही\V_VM ।\RD_PUNC
msd243	दुनो\QT_QTC भाई\N_NN मिल\V_VM गेलन\V_VAUX ।\RD_PUNC
msd244	छोटका\JJ माई\N_NN कुटनी\JJ बुढ़िया\N_NN के\JJ हाल\N_NN कहलक\V_VM आउ\CC_CCD बतौलक\V_VM कि\CC_CCS ओही\DM_DMD हम्मर\PR_PRP झोला\N_NN सोटा\N_NN आउ\CC_CCD उड़नखटोला\N_NN छीन\V_VM लेलक\V_VAUX हे\V_VAUX ।\RD_PUNC
msd245	बड़का\JJ कुटनी\JJ बुढ़िया\N_NN के\PSP खादे-मुंसे\N_NN भरवा\V_VM देलक\V_VAUX ।\RD_PUNC
msd246	ओकर\PR_PRP घर\N_NN में\PSP खोज\N_NN करल\V_VM गेल\V_VAUX तो\PR_PRL छोटका\JJ भाई\N_NN के\PSP सुरगा\N_NN के\PSP सुँड़ी\N_NN मिल\V_VM गेल\V_VAUX ।\RD_PUNC
msd247	ओकरा\PR_PRP ऊ\PR_PRP खा\V_VM गेल\V_VAUX ।\RD_PUNC
msd248	सब\QT_QTF लाल\N_NN भी\RP_RPD ले\V_VM लेलक\V_VAUX ।\RD_PUNC
msd249	फिनो\CC_CCD उड़नखटोला\N_NN झोला\N_NN आउ\CC_CCD सोटा\N_NN भी\RP_RPD मिल\V_VM गेल\V_VAUX हे\V_VAUX ।\RD_PUNC
msd25	तब\PR_PRL हम\PR_PRP खइबो\V_VM ।\RD_PUNC
msd250	सब\QT_QTF लेके\V_VM दुनो\QT_QTC माई\N_NN चल\V_VM अयल\V_VAUX ।\RD_PUNC
msd251	एक\QT_QTC दिन\N_NN छोटका\JJ राजकुमार\N_NN बड़का\JJ भाई\N_NN से\PSP कहलन\V_VM कि\CC_CCS माय-बाप\N_NN आन्हर\JJ हो\V_VM गेलन\V_VAUX हे\V_VAUX ।\RD_PUNC
msd252	बेटा\N_NN के\PSP आयल\V_VM जान\N_NN के\PSP ओहनी\N_NN लपक\V_VM के\V_VAUX उठलन\V_VM आउ\CC_CCD मकड़े\V_VM ला\PSP चाहलन\V_VM कि\CC_CCS ओहनी\N_NN के\PSP आँख\N_NN हो\V_VM गेल\V_VAUX आउ\CC_CCD सव\QT_QTF लौके\V_VM लगल\V_VAUX ।\RD_PUNC
msd253	सब\QT_QTF मिल\V_VM के\V_VAUX सुख\N_NN से\PSP रहे\V_VM लगलन\N_NN ।\RD_PUNC
msd254	एक\QT_QTC दिन\N_NN दूनो\QT_QTC भाई\N_NN अपने\PR_PRP में\PSP वतियलन\V_VM कि\CC_CCS हमनी\PR_PRP के\PSP कइसे\PR_PRQ राज-पाट\N_NN चलावे\V_VM के\V_VAUX चाही\V_VM ।\RD_PUNC
msd255	छोटका\JJ राजकुमार\N_NN कहलन\V_VM कि\CC_CCS तु\PR_PRP कहाँ\PR_PRQ राज\N_NN करब\V_VM ,\RD_PUNC बड़का\JJ राजकुमार\N_NN बौललन\V_VM कि\CC_CCS हम\PR_PRP उहां\DM_DMD जायम\V_VM ।\RD_PUNC
msd256	से\CC_CCD ले\V_VM माई\N_NN उड़नखटोला\N_NN पर\PSP वइठ\V_VM के\V_VAUX जंग़ल\N_NN ओला\RP_RPD राज\N_NN में\PSP चल\V_VM गेलन\V_VAUX आउ\CC_CCD छोटका\JJ उहा\DM_DMD के\PSP परजा\N_NN से\PSP कहलक\V_VM कि\CC_CCS अब\DM_DMD इके\N_NN राज-पाट\N_NN की\PR_PRQ करधुन\V_VM ।\RD_PUNC
msd257	कोई\PR_PRI तकलीफ\N_NN होतव\V_VM तो\PR_PRL हमरा\PR_PRP पास\N_NN आ\V_VM जइह\V_VAUX ।\RD_PUNC
msd258	फिनो\CC_CCD राजकुमार\N_NN उड़नखटोला\N_NN पर\PSP बइठ\V_VM के\V_VAUX माम-बाप\N_NN के\PSP राजघानी\N_NN में\PSP आ\V_VM गेलन\V_VAUX आउ\CC_CCD राज-पाट\N_NN करे\V_VM लगलन\V_VAUX ।\RD_PUNC
msd259	बेटा\N_NN होय\V_VM तो\PR_PRL छोटका\JJ राजकुमार\N_NN जइसन\RP_RPD ।\RD_PUNC
msd26	तब\PR_PRL दैत्य\N_NN कहलक\V_VM कि\CC_CCS हम्मर\PR_PRP एगो\QT_QTC बहिन\N_NN लाल\JJ परी\N_NN विसुनलोक\N_NN में\PSP रहऽ\V_VM हई\V_VAUX ।\RD_PUNC
msd260	﻿पड़िआइन\N_NN के\PSP पुतोह\N_NN कहताहर\N_NN -\RD_PUNC साधुशरण्\N_NNP ,\RD_PUNC ग्राम\N_NN -\RD_PUNC पो०\N_NN मखदुमपुर\N_NN ,\RD_PUNC जिला\N_NN -\RD_PUNC जहानाबाद\N_NN एगो\QT_QTC गाँव\N_NN में\PSP एगो\QT_QTC पाँड़े\N_NN आउ\CC_CCD पड़िआइन\N_NN रहऽ\V_VM हलन\V_VAUX ।\RD_PUNC
msd261	उनका\PR_PRP खाली\QT_QTC एगो\QT_QTC बेटी\N_NN हल\V_VM ।\RD_PUNC
msd262	बड़ी\N_NN दिन\N_NN तक\RP_RPD कोई\PR_PRI बेटा\N_NN न\RP_NEG भेल\V_VM ।\RD_PUNC
msd263	पाँड़े\N_NN रोज\N_NN आलसी\JJ के\PSP तरह\RP_RPD सूतल\V_VM रहथ\V_VAUX ।\RD_PUNC
msd264	ढेर\QT_QTF मानी\RP_CL दिन\N_NN उठ\V_VM जाय\V_VAUX तइयो\CC_CCS ऊ\PR_PRP न\RP_NEG उठथ\V_VM ।\RD_PUNC
msd265	एक\QT_QTC दिन\N_NN पड़िआइन\N_NN कहलन\V_VM कि\CC_CCS तोरा\PR_PRP बेटा\N_NN का\PR_PRQ होतवऽ\V_VM ।\RD_PUNC
msd266	सबेरे\N_NN उठऽ\V_VM हइये\V_VAUX नऽ\RP_NEG धूमऽ\V_VM फिरऽ\V_VAUX हइये\V_VM नऽ\RP_NEG ।\RD_PUNC
msd267	से\CC_CCD एक\QT_QTC दिन\N_NN पाँड़े\N_NN जी\RP_RPD खूब\JJ तड़के\N_NN उठलन\V_VM आऊ\N_NN नेहा\V_VM -\RD_PUNC घोवा\V_VM के\V_VAUX चलल\V_VM आवइत\V_VAUX हलन\V_VAUX ।\RD_PUNC
msd268	राह\N_NN में\PSP एगो\QT_QTC महात्मा\N_NN खड़ाऊँ\N_NN पर\PSP चढ़ल\V_VM जाइत\V_VAUX हलन\V_VAUX ।\RD_PUNC
msd269	पाँड़े\N_NN के\PSP सबरे\N_NN देखलन\V_VM तो\PR_PRL पुछलन\N_NN कि\CC_CCS तूँ\PR_PRP ई\DM_DMI घड़ी\N_NN कहाँ\PR_PRQ जाइत\V_VM हें\N_NN ।\RD_PUNC
msd27	ओकरे\PR_PRP विसुन\N_NN भगवान\N_NN इनाम\N_NN में\PSP ई\DM_DMI फल\N_NN देलका\V_VM हल\V_VAUX ओहो\PR_PRP हमरा\PR_PRP देलक\V_VM ।\RD_PUNC
msd270	पाँड़े\N_NN जी\RP_RPD कहलन\V_VM कि\CC_CCS हमरा\PR_PRP कोई\PR_PRI बेटा\N_NN नऽ\RP_NEG हे\V_VM ।\RD_PUNC
msd271	ओही\DM_DMD ला\PSP जाइत\V_VM ही\V_VAUX ।\RD_PUNC
msd272	महात्मा\N_NN जी\RP_RPD कहलन\V_VM कि\CC_CCS ई\DM_DMI मट्टी\N_NN ले\V_VM जो\V_VAUX आउ\CC_CCD अप्पन\PR_PRP मेहरारू\N_NN के\PSP कान\N_NN में\PSP डाल\V_VM दे\V_VAUX ।\RD_PUNC
msd273	पाड़े\N_NN अइसने\RP_RPD कयलन\DM_DMI आउ\CC_CCD उनकर\PR_PRP अउरत\N_NN के\PSP गरभ\N_NN रह\V_VM गेल\V_VAUX ।\RD_PUNC
msd274	नौ\QT_QTC महीना\N_NN के\PSP बाद\N_NST उनका\PR_PRP एगो\QT_QTC बेटा\N_NN पैदा\V_VM लेलक\V_VAUX ।\RD_PUNC
msd275	ऊ\PR_PRP लइका\N_NN रोज\N_NN एक\QT_QTC जौ\N_NN बढ़े\V_VM ।\RD_PUNC
msd276	थोड़\N_NN ही\RP_RPD दिन\N_NN में\PSP सेयान\N_NN हो\V_VM गेल\V_VAUX ।\RD_PUNC
msd277	पड़िआइन\N_NN चाहलन\V_VM कि\CC_CCS अप्पन\PR_PRP तो\PR_PRL संतान\N_NN के\PSP एके\QT_QTC घर\N_NN में\PSP सादी\N_NN कर\V_VM दीहीं\V_VAUX ।\RD_PUNC
msd278	बाकि\CC_CCD लड़कावा\N_NN सादी\N_NN करे\V_VM ला\PSP तइयारे\N_NN न\RP_NEG होवे\V_VM ।\RD_PUNC
msd279	अंत\N_NN में\PSP माय\N_NN के\PSP जिद्द\JJ रोप\V_VM देला\V_VAUX पर\PSP बेटा\N_NN सादी\N_NN करे\V_VM ला\PSP तइयार\N_NN हो\V_VM गेल\V_VAUX ।\RD_PUNC
msd28	हम\PR_PRP सोचलु\V_VM कि\CC_CCS हम\PR_PRP की\DM_DMQ खाऊँ\V_VM से\PSP हमरा\PR_PRP एगो\QT_QTC रानी\N_NN हई\V_VM ओकरा\PR_PRP देबई\V_VM ।\RD_PUNC
msd280	एके\QT_QTC घर\N_NN में\PSP सादी\N_NN ठीक\JJ हो\V_VM गेल\V_VAUX ।\RD_PUNC
msd281	पहिले\N_NST पड़िआइन\N_NN के\PSP बेटी\N_NN के\PSP बराती\N_NN आयल\N_NN ।\RD_PUNC
msd282	सादी-उदी\N_NN हो\V_VM गेल\V_VAUX ।\RD_PUNC
msd283	बेटा\N_NN के\PSP बराती\N_NN जाय\V_VM के\PSP तइयारी\N_NN भेल\V_VM तो\PR_PRL नहछूर\N_NN के\PSP पहिले\N_NST बेटवा\N_NN कहलक\V_VM कि\CC_CCS हमरा\PR_PRP बड़ी\JJ गरमी\N_NN लाइत\V_VM हे\V_VAUX ।\RD_PUNC
msd284	मना\N_NN कयला\V_VM पर\PSP भी\RP_RPD ऊ\PR_PRP न\RP_NEG मानल\V_VM आउ\CC_CCD लोटा-डोरी\N_NN ले\V_VM के\PSP बाहर\N_NST कुआँ\N_NN पर\PSP नेहाय\V_VM चल\V_VAUX गेल\V_VAUX ।\RD_PUNC
msd285	उहाँ\DM_DMD जा\V_VM के\V_VAUX लोटा-डोरी\N_NN कुंआ\N_NN पर\PSP रख\V_VM देलक\V_VAUX आउ\CC_CCD अपने\PR_PRP ओकरा\PR_PRP में\PSP कुद\V_VM गेल\V_VAUX ।\RD_PUNC
msd286	एने\DM_DMD बराती\N_NN के\PSP जाय\V_VM में\PSP कुबेर\N_NN होय\V_VM लगल\V_VAUX से\RP_RPD खोजाहट\V_VM भेल\V_VAUX ।\RD_PUNC
msd287	लोग\N_NN कुआँ\N_NN पर\PSP गेलन\V_VM तो\PR_PRL देखइत\V_VM हथ\V_VAUX कि\CC_CCS ऊ\PR_PRP ऊभ-दुब\RB करइत\V_VM हथ\V_VAUX ।\RD_PUNC
msd288	उनका\PR_PRP निकालल\V_VM गेल\V_VAUX ।\RD_PUNC
msd289	लोग\N_NN उनका\PR_PRP इनरडुब्बू\N_NN कहे\V_VM लगलन\V_VAUX ।\RD_PUNC
msd29	रानी\N_NN भी\RP_RPD फल\N_NN के\PSP खटिया\N_NN के\PSP नीचे\N_NST रख\N_NN देलई\N_NN जेकरा\PR_PRL वजीर\N_NN ले\V_VM लेलकई\N_NN आउ\CC_CCD ओघड़\N_NN के\PSP उहां\DM_DMD से\PSP दरवाजा\N_NN पर\PSP आके\V_VM सब\QT_QTF बात\N_NN सुने\V_VM लगलई\V_VAUX ।\RD_PUNC
msd290	इनरडुब्बू\N_NNP के\PSP बराती\N_NN गेल\V_VM ।\RD_PUNC
msd291	सादी-विआह\N_NN भे\V_VM गेल\V_VAUX ।\RD_PUNC
msd292	बराती\N_NN लौटे\V_VM लगल\V_VAUX तो\PR_PRL इनरडुब्बू\N_NNP के\PSP सास-ससुर\N_NN कहलन\V_VM कि\CC_CCS दमाद\N_NN थोड़े\QT_QTF दिन\N_NN रह\V_VM जयतन\V_VAUX से\RP_RPD उनका\PR_PRP विदाई\N_NN न\RP_NEG भेल\V_VM ।\RD_PUNC
msd293	रात\N_NN में\PSP इनरडुब्बू\N_NNP के\PSP कोहबर\N_NN मिलल\V_VM ।\RD_PUNC
msd294	उहाँ\DM_DMD सुतल\V_VM हलन\V_VAUX तो\PR_PRL उनकर\PR_PRP कनेयाँ\N_NN आन\V_VM के\V_VAUX अइसन\RP_RPD मरलन\V_VM कि\CC_CCS मर\V_VM गेलन\V_VAUX ।\RD_PUNC
msd295	अन्हारे\N_NN घर\N_NN में\PSP सोर\N_NN मचल\V_VM ।\RD_PUNC
